SKU ,Std. Price ($),On-Hand Stock ($),Inventory in units on-hand,"APU
(units)",Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,June,July,August,September,Demand for the whole year,APU Trend,S-OTD,Demand variability (COV),Lead Time (days)
32539, 20 ,33735.1494," 1,709 ",2394,1915.2,1915.2,1915.2,1915.2,1915.2,1915.2,1915.2,1915.2,1915.2,1915.2,1915.2,1915.2,22982.4,-0.20,0.77,0.42,35
69248, 20 ,47340.23873," 2,398 ",2604,5728.8,5728.8,5728.8,5728.8,5728.8,5728.8,5728.8,5728.8,5728.8,5728.8,5728.8,5728.8,68745.6,1.20,0.77,0.59,35
90794, 31 ,53500.03261," 1,706 ",2588,3105.6,3105.6,3105.6,3105.6,3105.6,3105.6,3105.6,3105.6,3105.6,3105.6,3105.6,3105.6,37267.2,0.20,0.77,0.43,33
80284, 9 ,18475.1542," 1,978 ",2588,4658.4,4658.4,4658.4,4658.4,4658.4,4658.4,4658.4,4658.4,4658.4,4658.4,4658.4,4658.4,55900.8,0.80,0.77,0.76,22
62251, 39 ,201302.1371," 5,103 ",3986,3188.8,3188.8,3188.8,3188.8,3188.8,3188.8,3188.8,3188.8,3188.8,3188.8,3188.8,3188.8,38265.6,-0.20,0.77,0.51,57
12512, 8 ,4044.953396, 533 ,4092,3273.6,3273.6,3273.6,3273.6,3273.6,3273.6,3273.6,3273.6,3273.6,3273.6,3273.6,3273.6,39283.2,-0.20,0.77,0.49,5
7138, 5 ,6440.202537," 1,223 ",2410,5302,5302,5302,5302,5302,5302,5302,5302,5302,5302,5302,5302,63624.0,1.20,0.77,0.33,22
3551, 7 ,6585.496991," 1,012 ",1780,3204,3204,3204,3204,3204,3204,3204,3204,3204,3204,3204,3204,38448.0,0.80,0.77,0.73,16
62978, 6 ,24267.20413," 4,289 ",2354,5178.8,5178.8,5178.8,5178.8,5178.8,5178.8,5178.8,5178.8,5178.8,5178.8,5178.8,5178.8,62145.6,1.20,0.77,0.71,51
30805, 6 ,7702.452549," 1,203 ",2644,6610,6610,6610,6610,6610,6610,6610,6610,6610,6610,6610,6610,79320.0,1.50,0.77,0.53,16
81765, 7 ,8262.204449," 1,180 ",2644,2379.6,2379.6,2379.6,2379.6,2379.6,2379.6,2379.6,2379.6,2379.6,2379.6,2379.6,2379.6,28555.2,-0.10,0.77,0.53,16
72201, 7 ,4209.984611, 633 ,4034,4840.8,4840.8,4840.8,4840.8,4840.8,4840.8,4840.8,4840.8,4840.8,4840.8,4840.8,4840.8,58089.6,0.20,0.77,0.62,5
24001, 6 ,24412.63568," 4,110 ",2556,3067.2,3067.2,3067.2,3067.2,3067.2,3067.2,3067.2,3067.2,3067.2,3067.2,3067.2,3067.2,36806.4,0.20,0.77,0.57,53
92371, 5 ,13240.61641," 2,437 ",4084,1225.2,1225.2,1225.2,1225.2,1225.2,1225.2,1225.2,1225.2,1225.2,1225.2,1225.2,1225.2,14702.4,-0.70,0.77,1.2,11
34524, 14 ,35574.35437," 2,491 ",4278,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,128340.0,1.50,0.77,0.54,23
82315, 9 ,17484.46627," 1,903 ",3824,4588.8,4588.8,4588.8,4588.8,4588.8,4588.8,4588.8,4588.8,4588.8,4588.8,4588.8,4588.8,55065.6,0.20,0.77,0.22,30
38342, 6 ,3889.54746, 664 ,2894,1736.4,1736.4,1736.4,1736.4,1736.4,1736.4,1736.4,1736.4,1736.4,1736.4,1736.4,1736.4,20836.8,-0.40,0.77,0.52,8
5955, 17 ,5217.518081, 309 ,5166,3099.6,3099.6,3099.6,3099.6,3099.6,3099.6,3099.6,3099.6,3099.6,3099.6,3099.6,3099.6,37195.2,-0.40,0.77,0.68,2
38881, 7 ,19081.22632," 2,932 ",3994,4792.8,4792.8,4792.8,4792.8,4792.8,4792.8,4792.8,4792.8,4792.8,4792.8,4792.8,4792.8,57513.6,0.20,0.77,0.35,33
56336, 7 ,14472.65405," 2,210 ",3986,9965,9965,9965,9965,9965,9965,9965,9965,9965,9965,9965,9965,119580.0,1.50,1,0.22,38
32535, 7 ,28362.67474," 4,087 ",3986,7174.8,7174.8,7174.8,7174.8,7174.8,7174.8,7174.8,7174.8,7174.8,7174.8,7174.8,7174.8,86097.6,0.80,1,0.22,72
748, 5 ,34245.97485," 6,576 ",3986,9965,9965,9965,9965,9965,9965,9965,9965,9965,9965,9965,9965,119580.0,1.50,1,0.22,102
72476, 13 ,31282.80758," 2,384 ",3986,4783.2,4783.2,4783.2,4783.2,4783.2,4783.2,4783.2,4783.2,4783.2,4783.2,4783.2,4783.2,57398.4,0.20,1,0.22,52
74396, 18 ,45283.88126," 2,454 ",3986,2391.6,2391.6,2391.6,2391.6,2391.6,2391.6,2391.6,2391.6,2391.6,2391.6,2391.6,2391.6,28699.2,-0.40,1,0.22,58
44305, 7 ,18206.73771," 2,509 ",3986,2391.6,2391.6,2391.6,2391.6,2391.6,2391.6,2391.6,2391.6,2391.6,2391.6,2391.6,2391.6,28699.2,-0.40,1,0.22,45
30447, 6 ,16734.65591," 2,663 ",3986,4783.2,4783.2,4783.2,4783.2,4783.2,4783.2,4783.2,4783.2,4783.2,4783.2,4783.2,4783.2,57398.4,0.20,1,0.22,45
80234, 11 ,5720.445679, 524 ,3816,8395.2,8395.2,8395.2,8395.2,8395.2,8395.2,8395.2,8395.2,8395.2,8395.2,8395.2,8395.2,100742.4,1.20,1,0.62,5
89339, 8 ,13450.97613," 1,763 ",1892,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,1513.6,18163.2,-0.20,1,1.02,21
92953, 10 ,29324.81338," 3,061 ",4398,2638.8,2638.8,2638.8,2638.8,2638.8,2638.8,2638.8,2638.8,2638.8,2638.8,2638.8,2638.8,31665.6,-0.40,0.88,0.55,27
35927, 7 ,5501.505134, 794 ,3476,4866.4,4866.4,4866.4,4866.4,4866.4,4866.4,4866.4,4866.4,4866.4,4866.4,4866.4,4866.4,58396.8,0.40,1,0.39,11
41997, 6 ,3253.606032, 551 ,4650,8370,8370,8370,8370,8370,8370,8370,8370,8370,8370,8370,8370,100440.0,0.80,1,0.44,5
23278, 11 ,35675.63589," 3,169 ",4762,10476.4,10476.4,10476.4,10476.4,10476.4,10476.4,10476.4,10476.4,10476.4,10476.4,10476.4,10476.4,125716.8,1.20,1,0.32,42
8431, 7 ,56798.45057," 7,619 ",7300,10950,10950,10950,10950,10950,10950,10950,10950,10950,10950,10950,10950,131400.0,0.50,1,0.71,32
80110, 9 ,27367.09564," 3,193 ",5764,3458.4,3458.4,3458.4,3458.4,3458.4,3458.4,3458.4,3458.4,3458.4,3458.4,3458.4,3458.4,41500.8,-0.40,0.82,0.35,28
49468, 6 ,15955.1348," 2,633 ",2458,4424.4,4424.4,4424.4,4424.4,4424.4,4424.4,4424.4,4424.4,4424.4,4424.4,4424.4,4424.4,53092.8,0.80,1,0.7,32
12339, 10 ,20838.59181," 2,135 ",4844,8719.2,8719.2,8719.2,8719.2,8719.2,8719.2,8719.2,8719.2,8719.2,8719.2,8719.2,8719.2,104630.4,0.80,1,0.44,21
31399, 16 ,121482.6315," 7,537 ",6258,2503.2,2503.2,2503.2,2503.2,2503.2,2503.2,2503.2,2503.2,2503.2,2503.2,2503.2,2503.2,30038.4,-0.60,1,0.45,61
18136, 6 ,11892.49223," 2,144 ",6210,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,1863,22356.0,-0.70,0.87,0.35,16
60479, 7 ,7079.004213, 975 ,7640,13752,13752,13752,13752,13752,13752,13752,13752,13752,13752,13752,13752,165024.0,0.80,1,0.41,6
97672, 7 ,5591.790073, 812 ,6396,14071.2,14071.2,14071.2,14071.2,14071.2,14071.2,14071.2,14071.2,14071.2,14071.2,14071.2,14071.2,168854.4,1.20,1,0.51,5
53498, 5 ,89424.6024," 17,024 ",6670,10005,10005,10005,10005,10005,10005,10005,10005,10005,10005,10005,10005,120060.0,0.50,0.88,0.45,100
25049, 7 ,16090.94074," 2,338 ",7414,18535,18535,18535,18535,18535,18535,18535,18535,18535,18535,18535,18535,222420.0,1.50,1,0.67,10
91487, 15 ,177154.2713," 12,075 ",8812,10574.4,10574.4,10574.4,10574.4,10574.4,10574.4,10574.4,10574.4,10574.4,10574.4,10574.4,10574.4,126892.8,0.20,1,0.95,35
80948, 9 ,95814.93873," 10,325 ",7358,4414.8,4414.8,4414.8,4414.8,4414.8,4414.8,4414.8,4414.8,4414.8,4414.8,4414.8,4414.8,52977.6,-0.40,1,0.45,65
71830, 17 ,48070.3359," 2,894 ",13104,19656,19656,19656,19656,19656,19656,19656,19656,19656,19656,19656,19656,235872.0,0.50,1,0.24,19
64597, 6 ,16631.91985," 2,623 ",9814,17665.2,17665.2,17665.2,17665.2,17665.2,17665.2,17665.2,17665.2,17665.2,17665.2,17665.2,17665.2,211982.4,0.80,1,0.27,16
79975, 5 ,108400.3926," 21,221 ",12926,32315,32315,32315,32315,32315,32315,32315,32315,32315,32315,32315,32315,387780.0,1.50,1,0.27,90
10644, 7 ,12803.25129," 1,711 ",13880,24984,24984,24984,24984,24984,24984,24984,24984,24984,24984,24984,24984,299808.0,0.80,0.85,0.48,5
10449, 7 ,6337.234787, 884 ,4100,3280,3280,3280,3280,3280,3280,3280,3280,3280,3280,3280,3280,39360.0,-0.20,0.82,0.77,6
34925, 9 ,28623.44155," 3,247 ",14512,31926.4,31926.4,31926.4,31926.4,31926.4,31926.4,31926.4,31926.4,31926.4,31926.4,31926.4,31926.4,383116.8,1.20,0.82,0.37,11
53643, 11 ,37631.74994," 3,467 ",10372,22818.4,22818.4,22818.4,22818.4,22818.4,22818.4,22818.4,22818.4,22818.4,22818.4,22818.4,22818.4,273820.8,1.20,1,0.63,12
30630, 15 ,97438.9116," 6,314 ",18764,15011.2,15011.2,15011.2,15011.2,15011.2,15011.2,15011.2,15011.2,15011.2,15011.2,15011.2,15011.2,180134.4,-0.20,1,0.35,21
90821, 8 ,11936.99756," 1,575 ",16354,6541.6,6541.6,6541.6,6541.6,6541.6,6541.6,6541.6,6541.6,6541.6,6541.6,6541.6,6541.6,78499.2,-0.60,1,0.28,6
16008, 24 ,225666.0851," 9,519 ",20242,44532.4,44532.4,44532.4,44532.4,44532.4,44532.4,44532.4,44532.4,44532.4,44532.4,44532.4,44532.4,534388.8,1.20,1,0.54,21
61432, 6 ,490624.0338," 76,673 ",96244,173239.2,173239.2,173239.2,173239.2,173239.2,173239.2,173239.2,173239.2,173239.2,173239.2,173239.2,173239.2,2078870.4,0.80,0.82,0.39,35
7168, 22 ,3487.394381, 158 ,914,1279.6,1279.6,1279.6,1279.6,1279.6,1279.6,1279.6,1279.6,1279.6,1279.6,1279.6,1279.6,15355.2,0.40,0.7,0.8,5
61513, 24 ,2256.837185, 93 ,542,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,16260.0,1.50,0.7,0.8,5
96699, 18 ,1397.291745, 79 ,380,228,228,228,228,228,228,228,228,228,228,228,228,2736.0,-0.40,0.7,0.8,5
43993, 97 ,544.6564903, 6 ,34,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,61.2,734.4,0.80,0.7,0.8,5
7990, 5 ,325.7221836, 60 ,300,660,660,660,660,660,660,660,660,660,660,660,660,7920.0,1.20,0.7,0.8,5
91785, 6 ,58.2384036, 10 ,50,15,15,15,15,15,15,15,15,15,15,15,15,180.0,-0.70,0.7,0.8,5
54483, 13 ,406.9805554, 31 ,82,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,295.2,-0.70,0.77,1.12,8
10402, 31 ,35.34453992, 1 ,10,4,4,4,4,4,4,4,4,4,4,4,4,48.0,-0.60,0.77,0.25,8
65498, 49 ,183.0287192, 4 ,34,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,326.4,-0.20,0.77,0.25,8
20079, 24 ,28.59588254, 1 ,10,14,14,14,14,14,14,14,14,14,14,14,14,168.0,0.40,0.77,0.25,8
24991, 28 ,202.4626731, 7 ,26,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,561.6,0.80,0.77,0.83,8
11569, 6 ,81.01690833, 13 ,26,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.4,1.20,0.77,1.44,8
84047, 7 ,69.37842881, 10 ,26,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,686.4,1.20,0.77,1.08,8
97266, 23 ,27.18778548, 1 ,10,15,15,15,15,15,15,15,15,15,15,15,15,180.0,0.50,0.77,0.25,8
41592, 62 ,67.86777205, 1 ,10,6,6,6,6,6,6,6,6,6,6,6,6,72.0,-0.40,0.77,0.25,8
91776, 34 ,39.08620661, 1 ,10,6,6,6,6,6,6,6,6,6,6,6,6,72.0,-0.40,0.77,0.25,8
13514, 71 ,76.98230064, 1 ,10,6,6,6,6,6,6,6,6,6,6,6,6,72.0,-0.40,0.77,0.25,8
45713, 11 ,130.9101177, 12 ,26,39,39,39,39,39,39,39,39,39,39,39,39,468.0,0.50,0.77,1.44,8
8948, 28 ,237.1614943, 8 ,18,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,129.6,-0.40,0.77,1.47,8
46840, 33 ,152.0310554, 5 ,10,12,12,12,12,12,12,12,12,12,12,12,12,144.0,0.20,0.77,1.47,8
26543, 28 ,233.0642207, 8 ,18,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,388.8,0.80,0.77,1.47,8
37521, 20 ,173.1295522, 8 ,18,45,45,45,45,45,45,45,45,45,45,45,45,540.0,1.50,0.77,1.47,8
36888, 30 ,34.92490435, 1 ,10,8,8,8,8,8,8,8,8,8,8,8,8,96.0,-0.20,0.77,0.25,8
96560, 16 ,19.64650947, 1 ,10,6,6,6,6,6,6,6,6,6,6,6,6,72.0,-0.40,0.77,0.25,8
48413, 15 ,54.52217369, 4 ,10,8,8,8,8,8,8,8,8,8,8,8,8,96.0,-0.20,0.77,1.12,8
69905, 8 ,92.33227689, 12 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,0.77,1.35,8
35070, 17 ,129.5708052, 8 ,10,16,16,16,16,16,16,16,16,16,16,16,16,192.0,0.60,0.77,2.48,8
29174, 34 ,38.3000186, 1 ,10,8,8,8,8,8,8,8,8,8,8,8,8,96.0,-0.20,0.77,0.25,8
73992, 9 ,30.71350291, 3 ,10,25,25,25,25,25,25,25,25,25,25,25,25,300.0,1.50,0.77,0.92,8
59728, 5 ,8.465273541, 2 ,10,3,3,3,3,3,3,3,3,3,3,3,3,36.0,-0.70,0.77,0.25,8
30893, 12 ,229.5433542, 20 ,18,27,27,27,27,27,27,27,27,27,27,27,27,324.0,0.50,0.77,3.46,8
13434, 5 ,22.75872473, 4 ,26,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,249.6,-0.20,0.77,0.25,8
48754, 460 ,1178.035991, 3 ,10,8,8,8,8,8,8,8,8,8,8,8,8,96.0,-0.20,0.82,0.24,27
69438, 81 ,47.86823958, 1 ,10,22,22,22,22,22,22,22,22,22,22,22,22,264.0,1.20,0.82,0.47,3
48521, 194 ,116.7915912, 1 ,10,6,6,6,6,6,6,6,6,6,6,6,6,72.0,-0.40,0.82,0.25,5
10160, 47 ,27.93766649, 1 ,10,18,18,18,18,18,18,18,18,18,18,18,18,216.0,0.80,1,0.49,3
22636, 216 ,309.9316944, 1 ,10,8,8,8,8,8,8,8,8,8,8,8,8,96.0,-0.20,0.82,1.23,3
79757, 21 ,99.41415295, 5 ,10,8,8,8,8,8,8,8,8,8,8,8,8,96.0,-0.20,1,2,6
38508, 24 ,37.69802111, 2 ,10,12,12,12,12,12,12,12,12,12,12,12,12,144.0,0.20,0.8,0.98,4
68359, 28 ,965.7601223, 34 ,10,14,14,14,14,14,14,14,14,14,14,14,14,168.0,0.40,0.85,2.66,28
76115, 18 ,166.5601342, 9 ,10,22,22,22,22,22,22,22,22,22,22,22,22,264.0,1.20,1,1.09,21
91854, 143 ,270.7966736, 2 ,10,12,12,12,12,12,12,12,12,12,12,12,12,144.0,0.20,1,1.23,4
78231, 18 ,286.575757, 16 ,10,25,25,25,25,25,25,25,25,25,25,25,25,300.0,1.50,1,2.48,16
21326, 19 ,8.1410793, -   ,10,22,22,22,22,22,22,22,22,22,22,22,22,264.0,1.20,1,0.31,3
2018, 316 ,7308.255619, 23 ,18,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,388.8,0.80,1,1.34,25
27348, 531 ,4196.436177, 8 ,10,16,16,16,16,16,16,16,16,16,16,16,16,192.0,0.60,0.82,0.74,27
20921, 39 ,17.64900696, -   ,10,12,12,12,12,12,12,12,12,12,12,12,12,144.0,0.20,1,0.37,3
95171, 37 ,1186.601051, 32 ,18,27,27,27,27,27,27,27,27,27,27,27,27,324.0,0.50,0.85,1.37,28
4142, 28 ,24.42573328, 1 ,10,12,12,12,12,12,12,12,12,12,12,12,12,144.0,0.20,0.8,0.69,3
94901, 147 ,294.6561912, 2 ,18,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,172.8,-0.20,0.8,0.69,4
69218, 143 ,117.5435161, 1 ,18,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,194.4,-0.10,0.85,0.57,2
12028, 34 ,24.83514717, 1 ,34,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,652.8,0.60,1,0.25,2
92084, 189 ,475.2702739, 3 ,26,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,280.8,-0.10,0.7,0.78,3
1132, 371 ,600.6925617, 2 ,18,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,259.2,0.20,1,0.78,3
93549, 115 ,412.262779, 4 ,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.20,1,0.68,4
59794, 92 ,4901.579809, 53 ,26,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,374.4,0.20,1,1.06,50
27931, 10 ,202.9660413, 20 ,26,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,249.6,-0.20,1,1.09,17
35674, 54 ,107.1232107, 2 ,18,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,388.8,0.80,0.87,0.69,4
67974, 282 ,8936.993402, 32 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,1,1.27,25
64792, 25 ,1288.757319, 51 ,34,51,51,51,51,51,51,51,51,51,51,51,51,612.0,0.50,0.85,1.14,28
54367, 22 ,384.9328893, 17 ,18,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,388.8,0.80,1,1.61,15
32417, 28 ,1211.932898, 43 ,26,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,93.6,-0.70,0.85,1.84,28
78608, 25 ,1122.730382, 45 ,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.20,0.85,1.45,28
41577, 206 ,3110.348456, 15 ,18,27,27,27,27,27,27,27,27,27,27,27,27,324.0,0.50,1,2.73,8
93389, 12 ,134.0556312, 11 ,26,39,39,39,39,39,39,39,39,39,39,39,39,468.0,0.50,0.85,1.01,10
94299, 23 ,373.0441463, 16 ,18,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,259.2,0.20,0.85,0.97,23
42600, 25 ,1589.416302, 63 ,42,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,907.2,0.80,0.85,1.67,28
76120, 22 ,409.2331778, 18 ,18,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,259.2,0.20,0.85,1.1,23
40362, 42 ,47.06616537, 1 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,1,0.35,3
55608, 41 ,47.88183297, 1 ,18,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,172.8,-0.20,1,0.54,3
67617, 74 ,275.6900678, 4 ,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.40,0.85,0.44,6
54138, 22 ,1067.069569, 50 ,42,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,201.6,-0.60,0.82,1.07,23
50882, 143 ,174.2455615, 1 ,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.40,0.7,0.35,2
16358, 43 ,965.3842642, 22 ,26,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,187.2,-0.40,1,1.03,18
12534, 72 ,456.2927547, 6 ,42,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,1.20,1,1.3,3
62403, 40 ,1159.470361, 29 ,82,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,1771.2,0.80,1,0.25,28
82248," 1,104 ",3945.172319, 4 ,58,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,278.4,-0.60,0.81,0.5,3
52072, 7 ,173.3175635, 25 ,10,8,8,8,8,8,8,8,8,8,8,8,8,96.0,-0.20,1,2.48,25
28730, 71 ,3891.496925, 54 ,50,110,110,110,110,110,110,110,110,110,110,110,110,1320.0,1.20,0.85,0.89,31
52153, 30 ,407.981158, 14 ,50,60,60,60,60,60,60,60,60,60,60,60,60,720.0,0.20,1,0.25,25
54009, 23 ,1015.252677, 43 ,66,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,475.2,-0.40,0.82,0.68,28
68436, 107 ,4829.923437, 45 ,58,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,835.2,0.20,0.85,0.95,21
13779, 383 ,19022.94018, 50 ,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.40,0.85,1.18,32
2814, 22 ,236.0560045, 11 ,66,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,237.6,-0.70,1,1.37,3
19448, 92 ,735.0355757, 8 ,58,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,626.4,-0.10,1,0.6,5
99849, 19 ,1048.656394, 55 ,42,63,63,63,63,63,63,63,63,63,63,63,63,756.0,0.50,0.82,1.19,23
10515, 7 ,143.4774455, 20 ,10,6,6,6,6,6,6,6,6,6,6,6,6,72.0,-0.40,1,1,46
2809, 43 ,1107.329546, 26 ,106,84.8,84.8,84.8,84.8,84.8,84.8,84.8,84.8,84.8,84.8,84.8,84.8,1017.6,-0.20,1,0.25,28
13600, 27 ,2387.049481, 90 ,82,205,205,205,205,205,205,205,205,205,205,205,205,2460.0,1.50,0.85,0.97,28
70304, 12 ,808.4576941, 65 ,82,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,147.6,1771.2,0.80,1,0.68,23
68030, 9 ,2859.027, 307 ,74,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,1598.4,0.80,1,1.35,74
93202, 12 ,278.4553018, 22 ,26,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,249.6,-0.20,1,0.94,22
45879, 9 ,43.02565203, 5 ,58,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,1113.6,0.60,1,0.42,4
27166, 31 ,146.461082, 5 ,34,85,85,85,85,85,85,85,85,85,85,85,85,1020.0,1.50,1,1.18,3
26444, 15 ,2748.757972, 184 ,106,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,2289.6,0.80,0.85,1.89,23
43598, 93 ,1545.225046, 17 ,58,145,145,145,145,145,145,145,145,145,145,145,145,1740.0,1.50,1,0.56,16
64582, 27 ,1397.233607, 51 ,50,70,70,70,70,70,70,70,70,70,70,70,70,840.0,0.40,1,1.12,28
80847, 57 ,3707.673513, 65 ,66,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,633.6,-0.20,0.75,1.47,17
78905, 9 ,88.24911737, 10 ,98,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,705.6,-0.40,1,1.25,2
23693, 47 ,75.52610757, 2 ,66,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,0.40,1,0.19,3
45214, 27 ,1067.726234, 39 ,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.40,0.82,1.05,23
37503, 81 ,542.7920377, 7 ,50,60,60,60,60,60,60,60,60,60,60,60,60,720.0,0.20,0.73,0.82,4
91458, 10 ,424.619096, 42 ,34,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,367.2,-0.10,1,1.52,20
2891, 73 ,431.2860609, 6 ,74,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,532.8,-0.40,0.75,0.99,2
4972, 31 ,2499.252383, 82 ,90,72,72,72,72,72,72,72,72,72,72,72,72,864.0,-0.20,0.75,0.88,25
52793, 19 ,8416.300349, 441 ,162,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,1749.6,-0.10,0.85,2.48,28
39399, 19 ,6465.808706, 339 ,162,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,291.6,3499.2,0.80,0.85,1.89,28
4511, 24 ,85.04178, 4 ,58,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,104.4,1252.8,0.80,1,0.49,3
93726, 7 ,1339.104078, 187 ,98,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,1058.4,-0.10,1,0.77,46
39232, 69 ,4332.845182, 63 ,74,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,1420.8,0.60,0.82,0.68,31
36471, 10 ,403.3821677, 41 ,58,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,835.2,0.20,1,0.73,22
72009, 11 ,47.85365953, 4 ,74,185,185,185,185,185,185,185,185,185,185,185,185,2220.0,1.50,1,0.42,3
9888, 9 ,170.0192822, 20 ,90,126,126,126,126,126,126,126,126,126,126,126,126,1512.0,0.40,1,1.02,5
15592, 19 ,9207.46088, 483 ,186,279,279,279,279,279,279,279,279,279,279,279,279,3348.0,0.50,0.85,2.36,28
